Organisation Legal Name,Outlet Name,Organistaion Website,Outlet Address,Town or Suburb,Postcode,Activity External Name,SA2,SA3,SA4,LGA,Federal Electorate,Latitude,Longitude,Location Withheld,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Cardiff,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,6 Margaret Street CARDIFF NSW 2285,CARDIFF,2285,Financial Crisis and Material Aid - Emergency Relief,Glendale - Cardiff - Hillsborough,Lake Macquarie - East,Newcastle and Lake Macquarie,Lake Macquarie (C),Charlton,-32.9410985,151.6613229,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Hamilton,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,67 Cleary St HAMILTON NSW 2303,HAMILTON,2303,Financial Crisis and Material Aid - Emergency Relief,Hamilton - Broadmeadow,Newcastle,Newcastle and Lake Macquarie,Newcastle (C),Newcastle,-32.9209882,151.7463107,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Salamander Bay,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,165 Salamander Way SALAMANDER BAY NSW 2317,SALAMANDER BAY,2317,Financial Crisis and Material Aid - Emergency Relief,Nelson Bay Peninsula,Port Stephens,Hunter Valley exc Newcastle,Port Stephens (A),Paterson,-32.7374295,152.107251,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Maitland,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Employment Plus 314 High Street MAITLAND NSW 2320,MAITLAND,2320,Financial Crisis and Material Aid - Emergency Relief,Maitland,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,-32.7337551,151.5582478,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - East Maitland,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Salvos Stores Greenhills - The Village Shops 4 & 5 - 1 Garnet Road EAST MAITLAND NSW 2323,EAST MAITLAND,2323,Financial Crisis and Material Aid - Emergency Relief,Maitland - East,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,-32.7597,151.5896404,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Raymond Terrace,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,15 Carmichael St RAYMOND TERRACE NSW 2324,RAYMOND TERRACE,2324,Financial Crisis and Material Aid - Emergency Relief,Raymond Terrace,Port Stephens,Hunter Valley exc Newcastle,Port Stephens (A),Paterson,-32.7591637,151.7477858,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Cessnock,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Crn Hall & Cumberland St CESSNOCK NSW 2325,CESSNOCK,2325,Financial Crisis and Material Aid - Emergency Relief,Cessnock,Lower Hunter,Hunter Valley exc Newcastle,Cessnock (C),Hunter,-32.836043,151.3571664,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Singleton,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,4 York St SINGLETON NSW 2330,SINGLETON,2330,Financial Crisis and Material Aid - Emergency Relief,Singleton,Lower Hunter,Hunter Valley exc Newcastle,Singleton (A),Hunter,-32.5664786,151.1668688,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Tamworth,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,328 Goonoo Goonoo Road TAMWORTH NSW 2340,TAMWORTH,2340,Financial Crisis and Material Aid - Emergency Relief,Tamworth - East,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),New England,-31.1167436,150.9248361,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Barraba,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,64 Queen St BARRABA NSW 2347,BARRABA,2347,Financial Crisis and Material Aid - Emergency Relief,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),New England,-30.3818622,150.6105755,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Armidale,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,102 Beardy St ARMIDALE NSW 2350,ARMIDALE,2350,Financial Crisis and Material Aid - Emergency Relief,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),New England,-30.5147781,151.6698005,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Inverell,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,45 Otho St INVERELL NSW 2360,INVERELL,2360,Financial Crisis and Material Aid - Emergency Relief,Inverell,Inverell - Tenterfield,New England and North West,Inverell (A),New England,-29.7749422,151.1117841,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Glen Innes,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Crn Bourke St & East Ave GLEN INNES NSW 2370,GLEN INNES,2370,Financial Crisis and Material Aid - Emergency Relief,Glen Innes,Inverell - Tenterfield,New England and North West,Glen Innes Severn (A),New England,-29.7387553,151.7340737,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Tenterfield,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,13 Crown Street TENTERFIELD NSW 2372,TENTERFIELD,2372,Financial Crisis and Material Aid - Emergency Relief,Tenterfield,Inverell - Tenterfield,New England and North West,Tenterfield (A),New England,-29.0562497,152.0173733,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Gunnedah,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,29-31 Chandos St GUNNEDAH NSW 2380,GUNNEDAH,2380,Financial Crisis and Material Aid - Emergency Relief,Gunnedah,Tamworth - Gunnedah,New England and North West,Gunnedah (A),New England,-30.9778955,150.250788,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Narrabri,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,19 Doyle Street NARRABRI NSW 2390,NARRABRI,2390,Financial Crisis and Material Aid - Emergency Relief,Narrabri,Moree - Narrabri,New England and North West,Narrabri (A),Parkes,-30.3235946,149.7849316,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Moree,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,114 Anne Street MOREE NSW 2400,MOREE,2400,Financial Crisis and Material Aid - Emergency Relief,Moree,Moree - Narrabri,New England and North West,Moree Plains (A),Parkes,-29.4748011,149.8306608,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Bingara,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,33 Maitland St BINGARA NSW 2404,BINGARA,2404,Financial Crisis and Material Aid - Emergency Relief,Inverell Region - West,Inverell - Tenterfield,New England and North West,Gwydir (A),Parkes,-29.8679254,150.5724377,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Harrington,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,"Salvos Family Store Shop 9, 8-10 Electra Parade HARRINGTON NSW 2427 ",HARRINGTON,2427,Financial Crisis and Material Aid - Emergency Relief,Taree Region,Taree - Gloucester,Mid North Coast,Greater Taree (C),Lyne,-31.8845683,152.6623929,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Tuncurry / Forster,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,7 South St TUNCURRY NSW 2428,TUNCURRY,2428,Financial Crisis and Material Aid - Emergency Relief,Tuncurry,Great Lakes,Mid North Coast,Great Lakes (A),Paterson,-32.1745302,152.4978489,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Taree,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,67 Pulteney St TAREE NSW 2430,TAREE,2430,Financial Crisis and Material Aid - Emergency Relief,Taree,Taree - Gloucester,Mid North Coast,Greater Taree (C),Lyne,-31.9113532,152.4579713,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Kempsey,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,84 Belgrave St KEMPSEY NSW 2440,KEMPSEY,2440,Financial Crisis and Material Aid - Emergency Relief,Kempsey,Kempsey - Nambucca,Mid North Coast,Kempsey (A),Cowper,-31.0806493,152.8393395,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Hannam Vale,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,7 Deep Creek Rd HANNAM VALE NSW 2443,HANNAM VALE,2443,Financial Crisis and Material Aid - Emergency Relief,Taree Region,Taree - Gloucester,Mid North Coast,Greater Taree (C),Lyne,-31.7129425,152.5929425,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Laurieton,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Address and Opening Times vary LAURIETON NSW 2443,LAURIETON,2443,Financial Crisis and Material Aid - Emergency Relief,Laurieton - Bonny Hills,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Lyne,-31.6444048,152.795197,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Port Macquarie,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,110 Lord Street PORT MACQUARIE NSW 2444,PORT MACQUARIE,2444,Financial Crisis and Material Aid - Emergency Relief,Port Macquarie - East,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Lyne,-31.4382918,152.9181598,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Wauchope,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,7 Mackay Street WAUCHOPE NSW 2446,WAUCHOPE,2446,Financial Crisis and Material Aid - Emergency Relief,Wauchope,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Lyne,-31.4556095,152.7281343,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Nambucca,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,25 Cooper Street MACKSVILLE NSW 2447,MACKSVILLE,2447,Financial Crisis and Material Aid - Emergency Relief,Macksville - Scotts Head,Kempsey - Nambucca,Mid North Coast,Nambucca (A),Cowper,-30.7114316,152.9213039,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Coffs Harbour,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,40 Mastracolas Rd COFFS HARBOUR NSW 2450,COFFS HARBOUR,2450,Financial Crisis and Material Aid - Emergency Relief,Coffs Harbour - North,Coffs Harbour,Coffs Harbour - Grafton,Coffs Harbour (C),Cowper,-30.2792,153.1275103,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Grafton,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,91-93 Oliver St GRAFTON NSW 2460,GRAFTON,2460,Financial Crisis and Material Aid - Emergency Relief,Grafton,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Page,-29.6887392,152.939528,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Maclean,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,257 River Street MACLEAN NSW 2463,MACLEAN,2463,Financial Crisis and Material Aid - Emergency Relief,Maclean - Yamba - Iluka,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Cowper,-29.4579103,153.1971672,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Casino,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,10/63-69 Walker St CASINO NSW 2470,CASINO,2470,Financial Crisis and Material Aid - Emergency Relief,Casino,Richmond Valley - Hinterland,Richmond - Tweed,Richmond Valley (A),Page,-28.8643167,153.048786,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Lismore,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,32 Cambridge Drive GOONELLABAH NSW 2480,GOONELLABAH,2480,Financial Crisis and Material Aid - Emergency Relief,Goonellabah,Richmond Valley - Hinterland,Richmond - Tweed,Lismore (C),Page,-28.8256821,153.3262681,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Byron Bay,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,5 Banksia Drive BYRON BAY NSW 2481,BYRON BAY,2481,Financial Crisis and Material Aid - Emergency Relief,Byron Bay,Richmond Valley - Coastal,Richmond - Tweed,Byron (A),Richmond,-28.6364736,153.5858254,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Tweed Heads,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Crn Woodlands & Leisure Dr BANORA POINT NSW 2486,BANORA POINT,2486,Financial Crisis and Material Aid - Emergency Relief,Tweed Heads - South,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond,-28.222304,153.5368181,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Wollongong,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,13 Burelli St WOLLONGONG NSW 2500,WOLLONGONG,2500,Financial Crisis and Material Aid - Emergency Relief,Wollongong,Wollongong,Illawarra,Wollongong (C),Cunningham,-34.4274641,150.9005133,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Shellharbour,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Crn Ulster & Leawarra Ave SHELLHARBOUR NSW 2529,SHELLHARBOUR,2529,Financial Crisis and Material Aid - Emergency Relief,Shellharbour - Flinders,Kiama - Shellharbour,Illawarra,Shellharbour (C),Gilmore,-34.5770426,150.863586,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Batemans Bay,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,27 Old Princes Highway BATEMANS BAY NSW 2536,BATEMANS BAY,2536,Financial Crisis and Material Aid - Emergency Relief,Batemans Bay,South Coast,Capital Region,Eurobodalla (A),Eden-Monaro,-35.7140869,150.1778778,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Moruya,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Shop 2 Moruya Square MORUYA NSW 2537,MORUYA,2537,Financial Crisis and Material Aid - Emergency Relief,Moruya - Tuross Head,South Coast,Capital Region,Eurobodalla (A),Eden-Monaro,-35.9205184,150.0762259,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Ulladulla,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,137 Princes Highway ULLADULLA NSW 2539,ULLADULLA,2539,Financial Crisis and Material Aid - Emergency Relief,Ulladulla,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Gilmore,-35.3614595,150.4727127,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Sanctuary Point,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,5/197 Kerry Street SANCTUARY POINT NSW 2540,SANCTUARY POINT,2540,Financial Crisis and Material Aid - Emergency Relief,St Georges Basin - Erowal Bay,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Gilmore,-35.1059272,150.6241583,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Nowra,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Cnr Salisbury Road & St Anns Street NOWRA NSW 2541,NOWRA,2541,Financial Crisis and Material Aid - Emergency Relief,Nowra,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Gilmore,-34.8849449,150.6134587,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Bega,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,170 Auckland Street BEGA NSW 2550,BEGA,2550,Financial Crisis and Material Aid - Emergency Relief,Bega - Tathra,South Coast,Capital Region,Bega Valley (A),Eden-Monaro,-36.6772357,149.8404489,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Campbelltown,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,27-31 Rudd Rd LEUMEAH NSW 2560,LEUMEAH,2560,Financial Crisis and Material Aid - Emergency Relief,Leumeah - Minto Heights,Campbelltown (NSW),Sydney - Outer South West,Campbelltown (C),Macarthur,-34.0544884,150.828411,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Macquarie Fields,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,2 Peppermint Road MACQUARIE FIELDS NSW 2564,MACQUARIE FIELDS,2564,Financial Crisis and Material Aid - Emergency Relief,Macquarie Fields - Glenfield,Campbelltown (NSW),Sydney - Outer South West,Campbelltown (C),Werriwa,-33.9937465,150.9010121,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Goulburn,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,123 Auburn St GOULBURN NSW 2580,GOULBURN,2580,Financial Crisis and Material Aid - Emergency Relief,Goulburn,Goulburn - Yass,Capital Region,Goulburn Mulwaree (A),Hume,-34.7570075,149.7169563,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Yass,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,92A Meehan Street YASS NSW 2582,YASS,2582,Financial Crisis and Material Aid - Emergency Relief,Yass,Goulburn - Yass,Capital Region,Yass Valley (A),Hume,-34.8430583,148.9108702,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Cootamundra,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,Cnr Cooper & Morris Streets COOTAMUNDRA NSW 2590,COOTAMUNDRA,2590,Financial Crisis and Material Aid - Emergency Relief,Cootamundra,Wagga Wagga,Riverina,Cootamundra (A),Hume,-34.6345555,148.0302457,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Young,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,40 Clarke Street YOUNG NSW 2594,YOUNG,2594,Financial Crisis and Material Aid - Emergency Relief,Young,Goulburn - Yass,Capital Region,Young (A),Hume,-34.312491,148.2933442,N,,
The Trustee for The Salvation Army (NSW) Property Trust,SalvosConnect - ER Collection - Mawson,<a href='http://salvos.org.au/'>http://salvos.org.au/</a>,86 Ainsworth Street MAWSON ACT 2607,MAWSON,2607,Financial Crisis and Material Aid - Emergency Relief,Mawson,Woden,Australian Capital Territory,Unincorporated ACT,Canberra,-35.3547555,149.0978324,N,,
